time_s,voltage_V
21474.49,4.63670993743959
21474.49001,5.054134331189264
21474.49002,4.726312554693104
21474.49003,5.112427009191303
21474.49004,4.944388902307004
21474.49005,5.1123050078776595
21474.49006,5.244659348428817
21474.49007,4.94560569770925
21474.490080000003,5.055838134095084
21474.490090000003,4.851126960263691
21474.490100000003,5.108558970643339
21474.49011,4.924413911946621
21474.49012,5.126054192973427
21474.49013,4.684963756441967
21474.49014,4.8223648365858995
21474.49015,4.518695142104288
21474.49016,4.8107986104650395
21474.49017,4.073973198467032
21474.49018,4.340796810561636
21474.49019,3.852554370978204
21474.4902,3.897498748337796
21474.49021,3.5706490246011873
21474.490220000003,3.553049249190398
21474.490230000003,2.778079376321281
21474.490240000003,3.0972328385293886
21474.490250000003,2.459404972173844
21474.49026,2.613404360527546
21474.49027,1.8943728989592592
21474.49028,2.088282259701563
21474.49029,1.5024974452736537
21474.4903,1.5151733902530458
21474.49031,0.8603757487072771
21474.49032,0.8865811013573128
21474.49033,0.2582777224220837
21474.49034,0.29042010702506293
21474.49035,-0.3948980600572324
21474.49036,-0.27941185839838567
21474.490370000003,-0.8620813931041154
21474.490380000003,-0.873098862252748
21474.490390000003,-1.5094738554929095
21474.4904,-1.214864558567906
21474.49041,-2.065234022912439
21474.49042,-2.1132675659547444
21474.49043,-2.6530345924349676
21474.49044,-2.5065319175821457
21474.49045,-3.113613738126027
21474.49046,-2.8625125303773045
21474.49047,-3.46038916342566
21474.49048,-3.601032283774017
21474.49049,-3.8843125189946295
21474.4905,-3.691864927816014
21474.490510000003,-4.298213264013095
21474.490520000003,-4.097097869444725
21474.490530000003,-4.404683335015885
21474.490540000003,-4.547285064220813
21474.49055,-4.910982252132032
21474.49056,-4.910635093748082
21474.49057,0.06035042528474146
21474.49058,-0.46889879105557863
21474.49059,-1.1224424737233891
21474.4906,-1.0701498852660842
21474.49061,-1.6758202572211254
21474.49062,-1.635646428249801
21474.49063,-2.231052440675049
21474.49064,-2.3568610364985365
21474.490650000003,-2.92834644777032
21474.490660000003,-2.8982618388832306
21474.490670000003,-3.3844767329710805
21474.490680000003,-3.1283304576837416
21474.49069,-3.9979807350924124
21474.4907,-3.676195790652282
21474.49071,-4.38582753976476
21474.49072,-4.115010123083834
21474.49073,-4.415502904821052
21474.49074,-4.51961151820182
21474.49075,-4.844188658215452
21474.49076,-4.647363274721077
21474.49077,-5.126570681445878
21474.49078,-4.876195547794878
21474.49079,-5.107666900685779
21474.490800000003,-5.053960272790853
21474.490810000003,-4.861778776724466
21474.490820000003,-5.0762735312953495
21474.49083,-4.8524186775847395
21474.49084,-5.081695305431415
21474.49085,-4.637788983567462
21474.49086,-5.156410027644798
21474.49087,-4.429320518454384
21474.49088,-4.732737038806068
21474.49089,-4.285975092754946
21474.4909,-4.500918412853337
21474.49091,-3.807945860674365
21474.49092,-4.226575407527724
21474.49093,-3.4832326713486808
21474.490940000003,-3.6822449269495245
21474.490950000003,-3.0679650246955754
21474.490960000003,-3.20991760059455
21474.490970000003,-2.6980547901832215
21474.49098,-2.661161107376108
21474.49099,-1.9737806328701912
21474.491,-2.0819450442205785
21474.49101,-1.4040588211589542
21474.49102,-1.55568947587047
21474.49103,-0.7510389108000797
21474.49104,-0.8932225537981925
21474.49105,0.030998531550833264
21474.49106,-0.3500511208793258
21474.49107,0.5349144594753513
21474.49108,0.3747317539750858
21474.491090000003,1.0774223605123694
21474.491100000003,1.1752629195479503
21474.491110000003,1.762505143690181
21474.49112,1.736658458500215
21474.49113,2.232209896740641
21474.49114,2.363250539075545
21474.49115,2.9101293868036744
21474.49116,2.6759026893421862
21474.49117,3.509939988746626
21474.49118,3.32330240168859
21474.49119,3.8496963684760255
21474.4912,3.627577047926244
21474.49121,4.290717845439468
21474.49122,4.018102630081174
21474.491230000003,4.481260176030017
21474.491240000003,4.541654717144488
21474.491250000003,4.821385695387911
21474.491260000003,4.745347508271192
21474.49127,5.159916179987572
21474.49128,4.937618053038677
21474.49129,5.361825259329149
21474.4913,5.121275776007747
21474.49131,4.941728869200507
21474.49132,4.909038516771781
21474.49133,5.305558712260743
21474.49134,5.13175492687081
21474.49135,4.941081005922002
21474.49136,4.87842518558573
21474.491370000003,4.487242012193573
21474.491380000003,4.697821449058927
21474.491390000003,4.3574741419211085
21474.491400000003,4.452473778220226
21474.49141,3.9842580064731967
21474.49142,4.0996862213091845
21474.49143,3.4768470256966997
21474.49144,3.6904752750547365
21474.49145,3.1109267971785965
21474.49146,3.31988738840919
21474.49147,2.567854080431418
21474.49148,2.715640859586607
21474.49149,2.00315039331666
21474.4915,2.223551864536694
21474.49151,1.4798714378069342
21474.491520000003,1.5261648685747464
21474.491530000003,0.8708281506000449
21474.491540000003,0.9110475021327914
21474.49155,0.11969118866203601
21474.49156,0.3167342838025443
21474.49157,-0.4713830005949289
21474.49158,-0.3595686957417292
21474.49159,-1.125110901626952
21474.4916,-1.0923531645174411
21474.49161,-1.7659305235280602
21474.49162,-1.707230500207573
21474.49163,-2.5676106553215323
21474.49164,-2.27263375257659
21474.49165,-2.9379664287509653
21474.491660000003,-2.882469786410953
21474.491670000003,-3.555267420799493
21474.491680000003,-3.3019800647808357
21474.491690000003,-3.877981243016869
21474.4917,-3.745080136455867
21474.49171,-4.346393896884662
21474.49172,-4.16074166586754
21474.49173,-4.5172242104627465
21474.49174,-4.300725190509351
21474.49175,-4.805347604610937
21474.49176,-4.669726938191169
21474.49177,-5.082974479521211
21474.49178,-4.865695040292604
21474.49179,-5.09986266874107
21474.4918,-4.874254138888504
21474.491810000003,-5.300617693084565
21474.491820000003,-4.883203117700443
21474.491830000003,-5.26122254270635
21474.49184,-5.097941936288401
21474.49185,-5.022884425602673
21474.49186,-4.861706434297737
21474.49187,-4.509250393955597
21474.49188,-4.710198934509729
21474.49189,-4.275987441354976
21474.4919,-4.5038369825799505
21474.49191,-4.066767512159421
21474.49192,-4.103152476533619
21474.49193,-3.5618730651230313
21474.49194,-3.689667951467536
21474.491950000003,-3.097259538037204
21474.491960000003,-3.2110326639781896
21474.491970000003,-2.6745654976137874
21474.491980000003,-2.6225582476929543
21474.49199,-2.158790644641112
21474.492,-2.162314209645465
21474.49201,-1.53015052523941
21474.49202,-1.4929996957717035
21474.49203,-0.7231640871630061
21474.49204,-0.8500323009866927
21474.49205,-0.11489360995715542
21474.49206,-0.2728974196884605
21474.49207,0.6063826317179741
21474.49208,0.5032412152918783
21474.492090000003,1.1464097083804057
21474.492100000003,1.14662769003903
21474.492110000003,1.6934954290566127
21474.492120000003,1.7192945264594635
21474.49213,2.322802888328622
21474.49214,2.2506566598860593
21474.49215,2.9007819743227516
21474.49216,2.940133469380285
21474.49217,3.4856253037005596
21474.49218,3.215263156971732
21474.49219,3.910594274157033
21474.4922,3.735439282293042
21474.49221,4.287209721945342
21474.49222,4.043996103953911
21474.49223,4.464029974407553
21474.492240000003,4.454096802170987
21474.492250000003,4.8778074928208
21474.492260000003,4.766606496035301
21474.49227,5.148274989247177
21474.49228,4.910161770308546
21474.49229,5.069178931438955
21474.4923,5.102513003334732
21474.49231,4.884379507476758
21474.49232,4.889733357005723
21474.49233,5.287060239557707
21474.49234,5.171866253532521
21474.49235,4.689171167119226
21474.49236,5.07556291414229
21474.49237,4.50386856225581
21474.492380000003,4.71190787813882
21474.492390000003,4.324996902741479
21474.492400000003,4.60058933389772
21474.492410000003,3.8369961770356036
21474.49242,4.118557299709407
21474.49243,3.5496569456672553
21474.49244,3.675474984696092
21474.49245,3.0710372186295585
21474.49246,3.390406361525413
21474.49247,2.488296998405987
21474.49248,2.630810432504024
21474.49249,1.9237501965777468
21474.4925,2.180649325248113
21474.49251,1.3547721484730795
21474.49252,1.4742091291077826
21474.492530000003,0.8738991838052432
21474.492540000003,0.8972323057211701
21474.492550000003,0.14811428974530838
21474.49256,0.35337380249497874
21474.49257,-0.5010404651099641
21474.49258,-0.5422270863889679
21474.49259,-1.1212455300822028
21474.4926,-1.073636369816037
21474.49261,-1.9356278459506684
21474.49262,-1.6912147265784325
21474.49263,-2.3710935250658913
21474.49264,-2.320890154859442
21474.49265,-2.809815647027676
21474.49266,-2.722269830337733
21474.492670000003,-3.522412069248975
21474.492680000003,-3.2265483135218265
21474.492690000003,-3.9200940161634565
21474.492700000003,-3.765250840436131
21474.49271,-4.339205064723735
21474.49272,-4.0753421025673
21474.49273,-4.544993780895744
21474.49274,-4.494173496504428
21474.49275,-4.921178844896792
21474.49276,-4.667545646245619
21474.49277,-5.099431180818594
21474.49278,-5.174800821047835
21474.49279,-4.847940885423322
21474.4928,-4.827487728188389
21474.492810000003,-5.365370218669193
21474.492820000003,-5.066800208971972
21474.492830000003,-4.913403910877922
21474.492840000003,-5.140152104446688
21474.49285,-4.719413839036322
21474.49286,-4.892323574310662
21474.49287,-4.613317162543522
21474.49288,-4.631482039692369
21474.49289,-4.308884312564975
21474.4929,-4.522917762835364
21474.49291,-3.9179575033444087
21474.49292,-4.076841445154343
21474.49293,-3.5255392494999804
21474.49294,-3.7555989191302244
21474.49295,-3.1518307594218977
21474.492960000003,-3.304473174362501
21474.492970000003,-2.463167508378034
21474.492980000003,-2.7195254080971414
21474.49299,-2.1327468751501333
21474.493,-2.1558625760815286
21474.49301,-1.296370407644339
21474.49302,-1.5354874236614677
21474.49303,-0.6991345098325104
21474.49304,-0.7930727602365858
21474.49305,-0.08765542987618316
21474.49306,-0.32139423762878744
21474.49307,0.5253833167445281
21474.49308,0.3226843268322648
21474.49309,1.108598440999023
21474.493100000003,1.0611710131804182
21474.493110000003,1.702829868615857
21474.493120000003,1.7669659679500858
21474.493130000003,2.3513166352140122
21474.49314,2.2903222047204057
21474.49315,3.0169061225679004
21474.49316,2.7899746538802734
21474.49317,3.2470948720656136
21474.49318,3.330493129481377
21474.49319,3.6306236923471498
21474.4932,3.7214464422961924
21474.49321,4.341036558196206
21474.49322,4.063152125701501
21474.49323,4.534484909346699
21474.49324,4.510571777498389
21474.493250000003,4.882718642102209
21474.493260000003,4.784408673581176
21474.493270000003,5.013673597554401
21474.49328,4.8766150704172
21474.49329,5.083181062304056
21474.4933,5.103151009121191
21474.49331,4.812589511878808
21474.49332,5.143211640799628
21474.49333,4.904263204453279
21474.49334,5.12675360462673
21474.49335,4.851492343568352
21474.49336,5.148531738896411
21474.49337,4.454052160472698
21474.49338,4.52665046613265
21474.493390000003,4.3287529411699035
21474.493400000003,4.467637406028612
21474.493410000003,3.9716060701424802
21474.493420000003,4.166312139284775
21474.49343,3.46775413530831
21474.49344,3.790893599644655
21474.49345,3.1095778376026706
21474.49346,3.2894110482618153
21474.49347,2.757122833079747
21474.49348,2.6304110737422377
21474.49349,1.8783120421284607
21474.4935,2.1322450759803258
21474.49351,1.2870953456849694
21474.49352,1.7135124684818726
21474.493530000003,0.674110244802688
21474.493540000003,0.9337380953490954
21474.493550000003,0.08233771516196489
21474.493560000003,0.30084907746873374
21474.49357,-0.4738838098887156
21474.49358,-0.37845989110372946
21474.49359,-1.0889150236717575
21474.4936,-1.0277927815690886
21474.49361,-1.7084612054257455
21474.49362,-1.6753226493216995
21474.49363,-2.2224002404159093
21474.49364,-2.2356935707205947
21474.49365,-2.9006383355058283
21474.49366,-2.635239602592787
21474.49367,-3.2113817371367728
21474.493680000003,-3.405475019148644
21474.493690000003,-3.8890755808749415
21474.493700000003,-3.7429624046510908
21474.49371,-4.108506970221069
21474.49372,-4.073189574609443
21474.49373,-4.486171074696865
21474.49374,-4.358192138045654
21474.49375,-4.817350194675817
21474.49376,-4.669889481578789
21474.49377,-5.097881150905876
21474.49378,-4.9634874535219975
21474.49379,-5.0840456892127674
21474.4938,-4.8801578574351225
21474.49381,-5.305368067441124
21474.493820000003,-5.1027131947341395
21474.493830000003,-4.843674825805068
21474.493840000003,-5.082604596510644
21474.493850000003,-4.937019180487771
21474.49386,-4.766380347366725
21474.49387,-4.472738152393082
21474.49388,-4.688239740067879
21474.49389,-4.286211866064311
21474.4939,-4.372063419721347
21474.49391,-3.8998024221648553
21474.49392,-4.080915923727358
21474.49393,-3.5497286886330777
21474.49394,-3.5997131152623862
21474.49395,-3.0658997225321203
21474.49396,-3.3027435955831734
21474.493970000003,-2.6535426788447465
21474.493980000003,-2.738903744942609
21474.493990000003,-2.171585497844469
21474.494,-2.1874070241727006
21474.49401,-1.485634696597966
21474.49402,-1.5101146242219357
21474.49403,-0.7974919907365732
21474.49404,-0.9589016895064639
21474.49405,-0.10947054414685765
21474.49406,-0.34710862474335763
21474.49407,0.5150409550935797
21474.49408,0.33271842688792963
21474.49409,1.1493102477724588
21474.4941,0.861117307839747
21474.494110000003,1.6673511144745519
21474.494120000003,1.6939702573200268
21474.494130000003,2.2817289372630265
21474.494140000003,2.379136318582864
21474.49415,2.891396758138722
21474.49416,2.8560931389576605
21474.49417,3.4690200017558346
21474.49418,3.2761382643919665
21474.49419,3.7407784776545285
21474.4942,3.7285344142500487
21474.49421,4.263622056893962
21474.49422,4.084686672454348
21474.49423,4.504964389571932
21474.49424,4.285104810678037
21474.494250000003,4.877010844219032
21474.494260000003,4.62771115606305
21474.494270000003,5.159434932469644
21474.494280000003,4.848231344863816
21474.49429,5.356710222408133
21474.4943,5.052698255611857
21474.49431,4.973529614002499
21474.49432,4.844865386325463
21474.49433,5.3380104763005445
21474.49434,5.097919539393395
21474.49435,4.862103691836077
21474.49436,4.936471983019335
21474.49437,4.4516252841289345
21474.49438,4.603366353793971
21474.49439,4.325811277670766
21474.494400000003,4.46998679780936
21474.494410000003,4.155673811086231
21474.494420000003,4.050270001941397
21474.49443,3.7027592191902494
21474.49444,3.7389776884078914
21474.49445,3.0444055327372364
21474.49446,3.270032540772573
21474.49447,2.6297173085221304
21474.49448,2.7326554394246685
21474.49449,2.0751322543889277
21474.4945,2.2782160869564407
21474.49451,1.4775870010674534
21474.49452,1.5128175133716881
21474.49453,0.6876182627489981
21474.494540000003,0.8320529613536796
21474.494550000003,0.24284812864278332
21474.494560000003,0.23771978890950785
21474.494570000003,-0.48357025540166937
21474.49458,-0.22393248561767898
21474.49459,-1.0875653723602996
21474.4946,-1.1552822985057924
21474.49461,-1.668738264143812
21474.49462,-1.5060244845037396
21474.49463,-2.342384300794855
21474.49464,-2.2236051596032036
21474.49465,-2.919462852103572
21474.49466,-2.7449299400289986
21474.49467,-3.2022912930099063
21474.49468,-3.2696098639058793
21474.494690000003,-3.868938430001455
21474.494700000003,-3.712079111295707
21474.494710000003,-4.260840678769164
21474.49472,-4.080041259722156
21474.49473,-4.435447431105546
21474.49474,-4.460136194573839
21474.49475,-4.996681162450707
21474.49476,-4.705649075693497
21474.49477,-5.016622216583877
21474.49478,-4.880023664595019
21474.49479,-5.14217667389259
21474.4948,-4.882395844098839
21474.49481,-5.294069652225125
21474.49482,-4.997838003888448
21474.494830000003,-5.319852171383599
21474.494840000003,-5.081535521798044
21474.494850000003,-4.718801205733919
21474.494860000003,-4.9619286749108
21474.49487,-4.492149089747317
21474.49488,-4.677571284782526
21474.49489,-4.174208223418032
21474.4949,-4.494367857823508
21474.49491,-3.8625754679698225
21474.49492,-4.124342110269198
21474.49493,-3.6747559696416534
21474.49494,-3.7010338835045316
21474.49495,-2.9222324787092253
21474.49496,-3.265023936856773
21474.494970000003,-2.617021808469701
21474.494980000003,-2.6668710081917464
21474.494990000003,-2.0644163660582935
21474.495000000003,-2.0949911232313227
21474.49501,-1.5332412442818222
21474.49502,-1.511705218662536
21474.49503,-0.7935520212180202
